,Dupl,Name,Value,KarmaAdj,Tags,Dupl,GUID,Models,Secret,Frequency,Density,WeightKG,HazardRating,Insurable,FailCost,TransportModels,GLimitMin,GLimitMax,DamageGPerSec,KarmaMin,KarmaMax,XPScoreMin,XPScoreMax,FlightHoursMin,FlightHoursMax
1,✔️,Avocados,435,0.1,any;,✔️,30ecfebe-4cb9-4c9f-9239-471e5f120401,ASO_CarUtility01;,0,1,3,45,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Clipboards & Binders,56,0.1,any;,✔️,4697ad91-80bb-4348-8fba-6412fcd6d672,ASO_CarUtility01;,0,1,2,30,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Ultrawide Displays,"16,009",0.1,any;,✔️,7d4394d2-550c-420f-96c2-2747c6bdd93e,ASO_CarUtility01;,0,1,3,45,2,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,TV Projectors & Monitors,"45,344",0.1,any;,✔️,3ac5cc91-73da-4c00-8350-ee5d41ff5b28,ASO_CarUtility01;,0,1,3,45,2,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Hard Candy,56,0.1,any;,✔️,50148aab-1981-4318-9113-f8bd469fc6b6,ASO_CarUtility01;,0,1,3,45,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Fresh Frozen Fish,67,0.1,any;,✔️,0a44dd94-d6ba-4826-8874-1fe6cae9aca3,ASO_CarUtility01;,0,1,4,60,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Trixie...,69,0.1,any;,✔️,bb389d58-3e7c-40a7-85b4-0ba35a653973,ASO_CarUtility01;,0,1,4,60,2,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Curtains & Drapes,53,0.1,any;,✔️,2a373548-a712-4641-82eb-5d7840180721,ASO_CarUtility01;,0,1,3,45,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Fish Oil,45,0.1,any;,✔️,deb68c7f-97c9-4e98-a15b-466fa0568796,ASO_CarUtility01;,0,1,3,45,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Pesticides & Insecticides,79,0.1,any;,✔️,b2161a7e-ed80-4726-91e5-bc20d63b73a0,ASO_CarUtility01;,0,1,3,45,3,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Hubcaps,44,0.1,any;,✔️,fd78fcab-4c28-45f7-a75a-1c4892d9d390,ASO_CarUtility01;,0,1,4,60,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Carbon Fiber Panels,475,0.1,any;,✔️,c8c54e1e-d9e0-4610-8808-6a61eddf2800,ASO_CarUtility01;,0,1,2,30,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Replacement Coin Slots,44,0.1,any;,✔️,87fd93f9-8ee8-4ba4-b0bb-fef00d694655,ASO_CarUtility01;,0,1,3,45,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Photographic Equipment,"4,538",0.1,any;,✔️,e162694a-dd99-479e-860d-28c99f90e4f5,ASO_CarUtility01;,0,1,4,60,2,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Clasps & Buckles,94,0.1,any;,✔️,e2e502e2-2873-4b4a-add7-5bb4f5419be1,ASO_CarUtility01;,0,1,2,30,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,LED Signs,"4,358",0.1,any;,✔️,54c870e3-1f34-4ccc-a282-6dd4058943af,ASO_CarUtility01;,0,1,3,45,3,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Vessels of Water,457,0.1,any;,✔️,dce45a1e-af13-4974-b82c-1a23b0fddaa5,ASO_CarUtility01;,0,1,3,45,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Tobacco,675,0.1,any;,✔️,efa59e4b-287a-4c68-a974-56d1331b4d68,ASO_CarUtility01;,0,1,2,30,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Lab Equipment,"5,648",0.1,any;,✔️,a69bdffc-70ef-408e-8a04-50d09abd9c54,ASO_CarUtility01;,0,1,6,90,2,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Wood Charcoal,56,0.1,any;,✔️,8a6abe91-0fe5-473e-873e-0a6ee3619aa6,ASO_CarUtility01;,0,1,3,45,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Engraved Glass,453,0.1,any;,✔️,f89233b3-0a35-4459-b718-a0d1301a7555,ASO_CarUtility01;,0,1,5,75,2,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Coconut Oil,85,0.1,any;,✔️,059c9485-dfe2-48eb-b99c-6ee0bec65088,ASO_CarUtility01;,0,1,2,30,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Carpet & Floorcoverings,345,0.1,any;,✔️,2ec2c6c6-a9e8-4db0-b6da-231be37369ac,ASO_CarUtility01;,0,1,3,45,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Diesel Engine Parts,"7,654",0.1,any;,✔️,60f9d553-3cf9-4aeb-9fc7-09f8f9e9ce4c,ASO_CarUtility01;,0,1,7,105,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Fresh Tomatoes,365,0.1,any;food;,✔️,e00c9f2b-98ef-4093-8eb0-2d20d8bf7868,ASO_CarUtility01;,0,1,3,45,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Lawnmower Blades,48,0.1,any;,✔️,7ac97388-d3d3-4bb5-88e4-87eccb13b9c8,ASO_CarUtility01;,0,1,4,60,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Candles,23,0.1,any;,✔️,99371624-63bb-4bde-ba48-9b471ca05ca5,ASO_CarUtility01;,0,1,1,15,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Rail Locomotive Parts,"65,488",0.1,any;,✔️,1c1ad4cb-d11e-47a0-9b23-540b31f182e4,ASO_CarUtility01;,0,1,7,105,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Corn Maize,438,0.1,any;,✔️,f6b7dc3e-2445-4dd5-8c1c-fe34e5332471,ASO_CarUtility01;,0,1,2,30,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Prepared Leather,675,0.1,any;,✔️,0918b004-850b-4abe-964a-532ebaff7c39,ASO_CarUtility01;,0,1,4,60,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Toilet Paper,45,0.1,any;,✔️,4dc02c42-2ccd-4c0d-8f34-33251d1b8eb6,ASO_CarUtility01;,0,1,2,30,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Organic Paint Thinner,856,0.1,any;,✔️,8ea767ea-bb93-48c9-8377-ff6fdcebdff5,ASO_CarUtility01;,0,1,3,45,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Collectable Vinyl Records,"5,478",0.1,any;,✔️,4c2d773b-d4ae-4646-82db-9907fc7faa4d,ASO_CarUtility01;,0,1,3,45,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Brass Sculptures,"45,345",0.1,any;,✔️,434a67df-5bf2-4366-9b95-d7a8ee2e2785,ASO_CarUtility01;,0,1,6,90,2,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Frozen Beef,86,0.1,any;food;,✔️,783ed06f-2196-4770-a364-dc5e9b26b085,ASO_CarUtility01;,0,1,4,60,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Athletic Uniforms,865,0.1,any;,✔️,02ffcb31-afc4-47ed-8555-05187f1e5a94,ASO_CarUtility01;,0,1,2,30,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Costume Jewelry,64,0.1,any;,✔️,b95a5abb-8c7b-42fa-b1fb-cbdd04f79e0c,ASO_CarUtility01;,0,1,2,30,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Bee-Keeping Equipment,583,0.1,any;,✔️,fb75a02b-e764-4507-8145-dd34d8a89b8c,ASO_CarUtility01;,0,1,5,75,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Flight Sim Hardware,457,0.1,any;,✔️,8add393b-9b41-4d33-af77-c4733654499e,ASO_CarUtility01;,0,1,2,30,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Rubber Erasers,7,0.1,any;,✔️,1e08741c-8993-4cca-ae0c-7da9423a5d43,ASO_CarUtility01;,0,1,6,90,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Umbrellas & Canes,65,0.1,any;,✔️,0bf94400-26bb-4e13-b8fd-881e49af22da,ASO_CarUtility01;,0,1,3,45,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Leather Garments,179,0.1,any;,✔️,f76b23d3-08d4-4983-9d7f-92d14805fc4c,ASO_CarUtility01;,0,1,5,75,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Walking-Sticks,46,0.1,any;,✔️,0351fe99-013e-4160-bdc5-3ed7d67bd130,ASO_CarUtility01;,0,1,2,30,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Sound Recording Equip.,"8,556",0.1,any;,✔️,82e29a75-59be-4b7d-a7a3-13b79eb1de7a,ASO_CarUtility01;,0,1,4,60,2,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Organo,435,0.1,any;food;,✔️,3a63b08e-ccba-44f1-a6eb-fc4b926446cc,ASO_CarUtility01;,0,1,2,30,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,"Ties, Bow Ties & Fedoras",74,0.1,any;,✔️,d04d2c75-7ebb-4bca-888c-238f5d386cb3,ASO_CarUtility01;,0,1,2,30,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Gas & Electricity Meters,654,0.1,any;,✔️,8e58878a-28d9-45ee-9366-a220ff544467,ASO_CarUtility01;,0,1,5,75,2,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Glass Mirrors,854,0.1,any;,✔️,f8e4ca20-9550-4c96-85f6-098e724b2bed,ASO_CarUtility01;,0,1,3,45,2,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Medicine,435,0.1,any;,✔️,79929fe0-ea2c-49d9-bf98-66cccaaa69d8,ASO_CarUtility01;,0,1,2,30,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Sugar in the Raw,37,0.1,any;,✔️,94559d88-c22b-48c4-a820-78bbaf522b01,ASO_CarUtility01;,0,1,3,45,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Harvester Parts,"6,579",0.1,any;,✔️,3afc2554-0190-4109-9c71-d49066bdeef7,ASO_CarUtility01;,0,1,6,90,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,RGB Lightbulbs,98,0.1,any;,✔️,0c0b6465-c303-4a44-83bf-4ee493ba87fa,ASO_CarUtility01;,0,1,3,45,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Maryland Blue Crab,210,0.1,food;food-seafood;food-crab,✔️,f355897b-7e3a-49e0-a44d-785105643740,ASO_CarUtility01;,0,1,2,30,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Fresh Underwear,0,0.1,adv;ben-underwear,✔️,e9666ba6-96da-47b0-93c4-c849d71ce149,ASO_CarUtility01;,0,1,1,15,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Pedal Cars,116,0.1,toys,✔️,e46703a4-a40a-4475-8af6-303a39c330f6,ASO_CarUtility01;,0,1,5,75,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Cell Phone Accessories,34,0.1,any;,✔️,bc97443e-2fb3-40a9-bd51-56f58967945a,ASO_CarUtility01;,0,1,2,30,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,VIP,0,0.1,vip,✔️,7e9d828d-c47c-4b48-9873-d12c28455d57,ASO_CarUtility01;,0,1,1,15,3,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Holiday Packages,420,0.2,holiday;christmas,✔️,4bb0b6d7-821f-423d-9ab4-d178b5508524,ASO_CarUtility01;,0,1,3,45,2,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,ClearSky Documents,0,0,clearsky-docs,✔️,fa3596e6-1473-43d0-9ad9-1d0f64b6adcf,ASO_CarUtility01;,0,1,1,15,2,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,COVID-19 Vaccines,"25,000",0,drugs;drugs-covid,✔️,186d5f5e-1c55-4215-983b-24c844b72d2a,ASO_CarUtility01;,0,1,2,30,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Rubber Dog S**t,"1,142",0.1,adv;topgun-poop,✔️,3ac336b3-1eaf-45ce-8838-7c5d8ad9167c,ASO_CarUtility01;,0,1,0,0,3,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Inflatable Dingies,300,0.1,any;,✔️,d87965b7-814c-47e7-bdbc-468b8db58cc6,ASO_CarUtility01;,0,1,2,30,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Surgical Instruments,300,0.1,any;,✔️,571ae231-4440-45e4-8f46-fccb9ffd6739,ASO_CarUtility01;,0,1,4,60,2,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Synchronous Motor Switches,300,0.1,any;,✔️,5598c8e1-c958-4c7c-9b0d-8cbcaad6e434,ASO_CarUtility01;,0,1,2,30,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Imitation Pearls,300,0.1,any;,✔️,3f394cda-a777-4215-816c-a3d0ea339f5c,ASO_CarUtility01;,0,1,2,30,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Stranded Wire,300,0.1,any;,✔️,792780ac-0929-46ca-8597-b23f9bb0e6ee,ASO_CarUtility01;,0,1,2,30,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Washing Machine Parts,300,0.1,any;,✔️,ae8fbc33-651d-45c6-9728-a96a757bd959,ASO_CarUtility01;,0,1,4,60,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Spectrum Analysers,300,0.1,any;,✔️,f8e62d94-f3d9-4162-b5fd-0508e23d31b1,ASO_CarUtility01;,0,1,4,60,2,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Toilet & Facial Tissue,300,0.1,any;,✔️,d3f90212-1f0e-4919-8340-82d781ca6798,ASO_CarUtility01;,0,1,2,30,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Diazo Compounds,300,0.1,any;,✔️,7e3ef0ae-3434-4e0b-a32c-172d9f400abb,ASO_CarUtility01;,0,1,3,45,3,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,"Wadding, Gauze & Bandages",300,0.1,any;,✔️,e69ec0f5-3672-414f-b810-6555aaa0e66e,ASO_CarUtility01;,0,1,1,15,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Lead Plates,300,0.1,any;,✔️,77a92cae-cbfe-4243-a184-a96c0feb99a2,ASO_CarUtility01;,0,1,10,150,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,"Hydrides, Nitrides & Borides",300,0.1,any;,✔️,d8a4b71a-1896-4b70-8a05-9573016c538c,ASO_CarUtility01;,0,1,2,30,3,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Surveying Instruments,300,0.1,any;,✔️,799c2ac9-3489-4b49-9eec-6c6e97b52b2a,ASO_CarUtility01;,0,1,4,60,2,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Sheets of Float Glass,300,0.1,any;,✔️,e68c3885-4ea8-4871-ba3f-4db3c1ddf3a4,ASO_CarUtility01;,0,1,5,75,2,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Textile Floor Coverings,300,0.1,any;,✔️,20c70293-c1a3-4bd3-8f89-73482473208b,ASO_CarUtility01;,0,1,4,60,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Glycerol,300,0.1,any;,✔️,9a8f8565-a125-4a0a-a3e3-36f5e56be077,ASO_CarUtility01;,0,1,4,60,3,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Combed Wool Yarn,300,0.1,any;,✔️,a6009917-5c85-45d1-8d76-33b07715c242,ASO_CarUtility01;,0,1,2,30,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Crocheted Fabrics,300,0.1,any;,✔️,e5850af5-88dc-4b00-966c-f16c8ccac39b,ASO_CarUtility01;,0,1,3,45,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Aluminium Plates,300,0.1,any;,✔️,6134eb43-78cd-4ba1-8705-ceaddf9a1032,ASO_CarUtility01;,0,1,5,75,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Peat,300,0.1,any;,✔️,8ce61805-f751-49fc-965a-ca5140eaf8ff,ASO_CarUtility01;,0,1,4,60,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Ceramic Glaze,300,0.1,any;,✔️,8900a368-5898-48c6-95d6-cb6e9eb03a81,ASO_CarUtility01;,0,1,4,60,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Calculators,300,0.1,any;,✔️,c1b93f02-ada0-4fe5-953b-e8504dcffd19,ASO_CarUtility01;,0,1,2,30,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Granulated Slag,300,0.1,any;,✔️,b1324020-09fd-4c18-90d0-c2d5fee8b727,ASO_CarUtility01;,0,1,5,75,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Diodes & Transistors,300,0.1,any;,✔️,451848ea-bba6-43cc-9a3c-56f08acac15d,ASO_CarUtility01;,0,1,2,30,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Weaving Machine Parts,300,0.1,any;,✔️,76020fc3-7044-4b63-89fe-548fcf078ab6,ASO_CarUtility01;,0,1,4,60,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Vintage Arcade Consoles,300,0.1,any;,✔️,8e27f414-e8c8-44a2-9dd2-8dc3f6dfb9b1,ASO_CarUtility01;,0,1,2,30,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Ceramic Bricks,300,0.1,any;,✔️,8344e64e-cdd6-4709-a327-8e31f5623069,ASO_CarUtility01;,0,1,6,90,2,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Children's Coloring Books,300,0.1,any;,✔️,cffaf64d-2a96-4434-9ff8-f18904d8b7e7,ASO_CarUtility01;,0,1,2,30,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Tyre Cord Fabric,300,0.1,any;,✔️,5cf162af-90d8-464b-a355-e7f2ab112afc,ASO_CarUtility01;,0,1,2,30,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Caderly's Inflight Skyfi Parts,300,0.1,any;,✔️,1c28d5d9-52d6-424a-af34-b9372cea16f7,ASO_CarUtility01;,0,1,3,45,2,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Maps & Charts of All Kinds,300,0.1,any;,✔️,c18c7dff-c39e-406e-89f8-b43c707724ca,ASO_CarUtility01;,0,1,2,30,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Charges for Fire-Extinguishers,300,0.1,any;,✔️,a5ca8a8d-5e67-4818-8146-6b6a75350e38,ASO_CarUtility01;,0,1,4,60,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Conveyor Belts of Rubber,300,0.1,any;,✔️,46c10fa7-25c7-49f2-b242-f064c3100f65,ASO_CarUtility01;,0,1,5,75,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Steel Screws,300,0.1,any;,✔️,0b76de2a-98d8-494f-8ce7-d5c72064c48f,ASO_CarUtility01;,0,1,4,60,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Articles of Asbestos-Cement,300,0.1,any;,✔️,5d828412-fe4f-4248-993b-f879f304685c,ASO_CarUtility01;,0,1,4,60,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Appliances for Food & Drink,300,0.1,any;,✔️,b97f752c-61ef-415d-8cbb-9ace9da53cc7,ASO_CarUtility01;,0,1,4,60,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Leather Finishing Agents,300,0.1,any;,✔️,194a2a30-c4f9-49b4-bde2-ecaa1d3c607c,ASO_CarUtility01;,0,1,4,60,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Seats,300,0.1,any;,✔️,ac3df2ab-8c83-49ab-b79f-b10a6e789ba6,ASO_CarUtility01;,0,1,4,60,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Iron & Steel Powders,300,0.1,any;,✔️,64c841c9-cee3-41fb-8da1-9dbb91d0cb6b,ASO_CarUtility01;,0,1,6,90,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Taps & Valves for Pipes,300,0.1,any;,✔️,47b2f9c6-2884-4d92-a828-8ccfff2f487a,ASO_CarUtility01;,0,1,5,75,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Flat-Rolled Stainless Steel,300,0.1,any;,✔️,d406c0a6-9b1c-4be0-8252-6c123ad62f98,ASO_CarUtility01;,0,1,6,90,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,"Ginger, Saffron & Turmeric",300,0.1,any;,✔️,08d8aed3-df0a-42ad-b997-43508bc316e4,ASO_CarUtility01;,0,1,3,45,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Grease & Fatty Substances,300,0.1,any;,✔️,aafc41f0-28cc-4bf1-832a-9dec2a28f562,ASO_CarUtility01;,0,1,4,60,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Kitchen Appliance Parts,300,0.1,any;,✔️,79ff57d5-04e2-4f89-90b8-bd95c89d60b5,ASO_CarUtility01;,0,1,3,45,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Reservoirs & Tanks,300,0.1,any;,✔️,d4fc19a6-d3a1-46dc-b36a-8684ffe4d9d1,ASO_CarUtility01;,0,1,4,60,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Fedoras,300,0.1,any;,✔️,2f5d6d99-6652-42f7-8f5b-3a4d9c0695cf,ASO_CarUtility01;,0,1,2,30,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Uncoated Paperboard,300,0.1,any;,✔️,77eb9fc3-fd84-4ebe-bac6-85797e71d343,ASO_CarUtility01;,0,1,3,45,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Amonia,300,0.1,any;,✔️,38e2113b-50ed-4c70-ab3b-dcc0457a4c7f,ASO_CarUtility01;,0,1,4,60,3,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,"Jerseys, Hoodies & Pullovers",300,0.1,any;,✔️,0d2baab1-a59d-4fa3-a201-5db5418acbfb,ASO_CarUtility01;,0,1,3,45,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Ship and Cable Crane Parts,300,0.1,any;,✔️,8ef3eb19-d427-4c23-a494-dc97c7df9af4,ASO_CarUtility01;,0,1,6,90,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Tomatoes,300,0.1,any;,✔️,65f617d1-bfac-40c9-ae6c-973a964eeb8b,ASO_CarUtility01;,0,1,2,30,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Goldsmith Wares,300,0.1,any;,✔️,77f31e16-2758-40dc-9df6-4bc58c512fab,ASO_CarUtility01;,0,1,7,105,2,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Tapioca & Substitutes,300,0.1,any;,✔️,e7553425-94c7-4a05-b13f-338cc9648299,ASO_CarUtility01;,0,1,3,45,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
